steps_today,avg_last_7_days,days_goal_reached_last_7,trend,recommendation_type
13872,2538,7,11334,HOME_WORKOUT
9318,8278,7,1040,HOME_WORKOUT
3345,5453,3,-2108,LIGHT_WALK
1469,10820,2,-9351,LIGHT_WALK
12554,8496,1,4058,HOME_WORKOUT
10362,8568,3,1794,HOME_WORKOUT
2754,9400,1,-6646,LIGHT_WALK
739,3517,7,-2778,LIGHT_WALK
10308,7837,3,2471,HOME_WORKOUT
8294,4798,5,3496,HOME_WORKOUT
3334,5550,2,-2216,LIGHT_WALK
10500,8889,4,1611,HOME_WORKOUT
8896,12284,0,-3388,HOME_WORKOUT
7976,7438,4,538,HOME_WORKOUT
13945,11954,6,1991,RECOVERY_DAY
4276,10036,6,-5760,LIGHT_WALK
2364,10828,5,-8464,LIGHT_WALK
13765,12284,0,1481,HOME_WORKOUT
14928,13318,7,1610,RECOVERY_DAY
12774,1611,0,11163,HOME_WORKOUT
1403,11749,6,-10346,LIGHT_WALK
3524,8768,2,-5244,LIGHT_WALK
7955,2092,5,5863,HOME_WORKOUT
864,9302,5,-8438,LIGHT_WALK
14365,3435,3,10930,HOME_WORKOUT
13595,10578,7,3017,RECOVERY_DAY
10830,13702,5,-2872,RECOVERY_DAY
13872,7909,1,5963,HOME_WORKOUT
11052,6007,7,5045,HOME_WORKOUT
14382,5669,1,8713,HOME_WORKOUT
12965,9948,6,3017,RECOVERY_DAY
1064,13150,3,-12086,LIGHT_WALK
10816,13956,0,-3140,HOME_WORKOUT
941,4628,0,-3687,LIGHT_WALK
11419,10828,4,591,HOME_WORKOUT
7567,13159,7,-5592,RECOVERY_DAY
1187,3229,1,-2042,LIGHT_WALK
2019,8408,0,-6389,LIGHT_WALK
9539,11773,2,-2234,HOME_WORKOUT
13080,10981,7,2099,RECOVERY_DAY
610,7426,3,-6816,LIGHT_WALK
13479,2310,4,11169,HOME_WORKOUT
2968,5241,6,-2273,LIGHT_WALK
10442,6435,6,4007,HOME_WORKOUT
7605,12276,3,-4671,HOME_WORKOUT
5925,10366,2,-4441,LIGHT_WALK
9014,6765,4,2249,HOME_WORKOUT
14636,6138,4,8498,HOME_WORKOUT
3156,9301,2,-6145,LIGHT_WALK
14738,3825,2,10913,HOME_WORKOUT
14955,5817,2,9138,HOME_WORKOUT
10974,2690,0,8284,HOME_WORKOUT
9783,5492,2,4291,HOME_WORKOUT
11288,7676,4,3612,HOME_WORKOUT
7626,1472,7,6154,HOME_WORKOUT
10813,13034,5,-2221,RECOVERY_DAY
6151,9028,3,-2877,LIGHT_WALK
4362,11669,3,-7307,LIGHT_WALK
10423,3136,1,7287,HOME_WORKOUT
3521,2009,7,1512,MODERATE_WALK
14316,9828,1,4488,HOME_WORKOUT
7860,6219,2,1641,HOME_WORKOUT
14961,1858,6,13103,HOME_WORKOUT
7217,6201,0,1016,HOME_WORKOUT
14938,10237,3,4701,HOME_WORKOUT
2469,11600,3,-9131,LIGHT_WALK
12735,5778,4,6957,HOME_WORKOUT
9252,8895,2,357,HOME_WORKOUT
1347,12419,6,-11072,LIGHT_WALK
8051,10988,5,-2937,RECOVERY_DAY
1052,2163,5,-1111,LIGHT_WALK
11770,11508,5,262,RECOVERY_DAY
5533,8983,4,-3450,LIGHT_WALK
823,1453,1,-630,LIGHT_WALK
6819,10193,0,-3374,LIGHT_WALK
12047,12225,2,-178,HOME_WORKOUT
10887,4980,4,5907,HOME_WORKOUT
2178,1142,0,1036,LIGHT_WALK
13411,6990,7,6421,HOME_WORKOUT
7737,8224,2,-487,HOME_WORKOUT
10637,11082,0,-445,HOME_WORKOUT
13038,2591,1,10447,HOME_WORKOUT
1990,6391,2,-4401,LIGHT_WALK
5440,10763,5,-5323,LIGHT_WALK
916,11741,0,-10825,LIGHT_WALK
9459,3894,2,5565,HOME_WORKOUT
14204,5251,2,8953,HOME_WORKOUT
13409,6318,5,7091,HOME_WORKOUT
7583,11404,1,-3821,HOME_WORKOUT
1369,6552,3,-5183,LIGHT_WALK
13116,1536,3,11580,HOME_WORKOUT
12505,6657,6,5848,HOME_WORKOUT
14593,5094,6,9499,HOME_WORKOUT
3222,9865,7,-6643,LIGHT_WALK
1734,1482,2,252,LIGHT_WALK
1274,9209,0,-7935,LIGHT_WALK
10161,7860,4,2301,HOME_WORKOUT
2465,3975,7,-1510,LIGHT_WALK
9083,9251,4,-168,HOME_WORKOUT
1356,6157,6,-4801,LIGHT_WALK
9555,11205,1,-1650,HOME_WORKOUT
7159,12381,4,-5222,HOME_WORKOUT
14663,3023,2,11640,HOME_WORKOUT
4083,3458,2,625,MODERATE_WALK
2710,3285,5,-575,LIGHT_WALK
8285,10435,3,-2150,HOME_WORKOUT
5775,3650,5,2125,MODERATE_WALK
4672,6474,0,-1802,LIGHT_WALK
6860,5338,7,1522,MODERATE_WALK
4720,10802,5,-6082,LIGHT_WALK
1082,1612,1,-530,LIGHT_WALK
6645,10738,7,-4093,LIGHT_WALK
5865,1004,5,4861,MODERATE_WALK
3433,8963,2,-5530,LIGHT_WALK
5658,7588,1,-1930,LIGHT_WALK
3820,2525,1,1295,MODERATE_WALK
11506,5448,2,6058,HOME_WORKOUT
4448,8387,1,-3939,LIGHT_WALK
11259,13652,6,-2393,RECOVERY_DAY
1052,12578,1,-11526,LIGHT_WALK
5607,5622,7,-15,MODERATE_WALK
10841,13088,6,-2247,RECOVERY_DAY
10555,9786,5,769,RECOVERY_DAY
4130,7898,3,-3768,LIGHT_WALK
1799,2941,3,-1142,LIGHT_WALK
4347,7251,2,-2904,LIGHT_WALK
1626,7316,6,-5690,LIGHT_WALK
14981,2479,7,12502,HOME_WORKOUT
7693,10924,7,-3231,RECOVERY_DAY
8335,5902,6,2433,HOME_WORKOUT
8541,10995,6,-2454,RECOVERY_DAY
14208,4561,2,9647,HOME_WORKOUT
4901,2976,3,1925,MODERATE_WALK
2027,4630,5,-2603,LIGHT_WALK
13692,7334,1,6358,HOME_WORKOUT
7350,9159,3,-1809,HOME_WORKOUT
8098,10647,6,-2549,RECOVERY_DAY
3671,2044,0,1627,MODERATE_WALK
5865,3219,0,2646,MODERATE_WALK
779,9045,6,-8266,LIGHT_WALK
14530,12946,3,1584,HOME_WORKOUT
3281,5238,2,-1957,LIGHT_WALK
3747,2413,0,1334,MODERATE_WALK
1404,8095,5,-6691,LIGHT_WALK
4789,8923,1,-4134,LIGHT_WALK
11466,9227,7,2239,RECOVERY_DAY
12114,3353,1,8761,HOME_WORKOUT
12829,11447,2,1382,HOME_WORKOUT
3404,12635,6,-9231,LIGHT_WALK
5276,13954,3,-8678,LIGHT_WALK
13717,13370,2,347,HOME_WORKOUT
6354,10156,0,-3802,LIGHT_WALK
2664,12574,2,-9910,LIGHT_WALK
5923,8898,1,-2975,LIGHT_WALK
9470,13273,0,-3803,HOME_WORKOUT
9176,6636,0,2540,HOME_WORKOUT
1778,4082,2,-2304,LIGHT_WALK
1982,2520,2,-538,LIGHT_WALK
3340,13666,3,-10326,LIGHT_WALK
8345,2952,6,5393,HOME_WORKOUT
14767,8135,7,6632,HOME_WORKOUT
13323,2929,6,10394,HOME_WORKOUT
5425,13878,5,-8453,LIGHT_WALK
4433,6777,1,-2344,LIGHT_WALK
13921,5738,0,8183,HOME_WORKOUT
7714,3724,2,3990,HOME_WORKOUT
4668,7649,3,-2981,LIGHT_WALK
14141,2529,7,11612,HOME_WORKOUT
8948,10706,0,-1758,HOME_WORKOUT
4147,12008,0,-7861,LIGHT_WALK
8618,4983,0,3635,HOME_WORKOUT
5221,7242,7,-2021,LIGHT_WALK
7611,3049,2,4562,HOME_WORKOUT
6490,2728,5,3762,MODERATE_WALK
6467,2259,3,4208,MODERATE_WALK
2924,6609,6,-3685,LIGHT_WALK
3083,6128,6,-3045,LIGHT_WALK
1965,10434,2,-8469,LIGHT_WALK
6055,1300,3,4755,MODERATE_WALK
5940,8983,4,-3043,LIGHT_WALK
12994,13665,4,-671,HOME_WORKOUT
3195,8099,4,-4904,LIGHT_WALK
9016,12206,4,-3190,HOME_WORKOUT
7045,2168,2,4877,HOME_WORKOUT
13810,1078,5,12732,HOME_WORKOUT
2884,13159,6,-10275,LIGHT_WALK
6663,5518,6,1145,MODERATE_WALK
3947,3584,3,363,MODERATE_WALK
8207,10851,0,-2644,HOME_WORKOUT
758,7917,4,-7159,LIGHT_WALK
4490,6840,1,-2350,LIGHT_WALK
13871,12110,0,1761,HOME_WORKOUT
1045,7381,4,-6336,LIGHT_WALK
4411,11105,2,-6694,LIGHT_WALK
12869,10882,0,1987,HOME_WORKOUT
13781,12299,4,1482,HOME_WORKOUT
14786,4910,2,9876,HOME_WORKOUT
4802,3278,3,1524,MODERATE_WALK
10365,3297,4,7068,HOME_WORKOUT
8380,3175,0,5205,HOME_WORKOUT
10580,5273,6,5307,HOME_WORKOUT
10383,9253,3,1130,HOME_WORKOUT
9607,2166,5,7441,HOME_WORKOUT
7630,9708,4,-2078,HOME_WORKOUT
805,5513,1,-4708,LIGHT_WALK
7287,8932,4,-1645,HOME_WORKOUT
9438,2509,5,6929,HOME_WORKOUT
2390,8269,3,-5879,LIGHT_WALK
12995,3516,0,9479,HOME_WORKOUT
918,2903,4,-1985,LIGHT_WALK
3416,13703,3,-10287,LIGHT_WALK
8278,7380,3,898,HOME_WORKOUT
14022,2039,5,11983,HOME_WORKOUT
10744,6483,7,4261,HOME_WORKOUT
2252,2147,0,105,LIGHT_WALK
9663,4266,5,5397,HOME_WORKOUT
3307,13999,3,-10692,LIGHT_WALK
10444,13287,6,-2843,RECOVERY_DAY
8682,3321,2,5361,HOME_WORKOUT
5257,10580,2,-5323,LIGHT_WALK
11356,8961,5,2395,HOME_WORKOUT
2801,2568,0,233,LIGHT_WALK
4818,8698,1,-3880,LIGHT_WALK
9687,3124,4,6563,HOME_WORKOUT
13056,7993,1,5063,HOME_WORKOUT
1972,5017,1,-3045,LIGHT_WALK
7117,10153,5,-3036,RECOVERY_DAY
13784,12130,4,1654,HOME_WORKOUT
6542,13746,0,-7204,LIGHT_WALK
10770,5034,4,5736,HOME_WORKOUT
13084,7590,6,5494,HOME_WORKOUT
3434,8101,0,-4667,LIGHT_WALK
7690,13200,3,-5510,HOME_WORKOUT
11499,5199,6,6300,HOME_WORKOUT
1095,2359,5,-1264,LIGHT_WALK
10892,7698,7,3194,HOME_WORKOUT
1424,7881,4,-6457,LIGHT_WALK
12095,8794,4,3301,HOME_WORKOUT
3869,8807,6,-4938,LIGHT_WALK
14386,4763,2,9623,HOME_WORKOUT
12977,12992,2,-15,HOME_WORKOUT
4430,2243,0,2187,MODERATE_WALK
1957,1075,6,882,LIGHT_WALK
7825,12947,6,-5122,RECOVERY_DAY
2284,4232,0,-1948,LIGHT_WALK
9811,13666,5,-3855,RECOVERY_DAY
1785,8014,7,-6229,LIGHT_WALK
8621,3871,0,4750,HOME_WORKOUT
6231,7892,2,-1661,LIGHT_WALK
3516,13671,3,-10155,LIGHT_WALK
12190,9394,2,2796,HOME_WORKOUT
12496,12312,6,184,RECOVERY_DAY
3993,2430,4,1563,MODERATE_WALK
5811,11079,3,-5268,LIGHT_WALK
7273,5719,0,1554,HOME_WORKOUT
8177,8172,1,5,HOME_WORKOUT
12552,9065,5,3487,RECOVERY_DAY
1183,7866,3,-6683,LIGHT_WALK
5380,6872,0,-1492,MODERATE_WALK
11566,8513,6,3053,HOME_WORKOUT
4191,5867,0,-1676,LIGHT_WALK
5487,3489,4,1998,MODERATE_WALK
8219,7534,3,685,HOME_WORKOUT
11438,11162,6,276,RECOVERY_DAY
11334,4717,2,6617,HOME_WORKOUT
11950,2729,5,9221,HOME_WORKOUT
11976,4173,1,7803,HOME_WORKOUT
14415,4886,2,9529,HOME_WORKOUT
4090,8760,4,-4670,LIGHT_WALK
14443,12530,6,1913,RECOVERY_DAY
3484,2015,4,1469,MODERATE_WALK
8683,5521,1,3162,HOME_WORKOUT
11166,13687,3,-2521,HOME_WORKOUT
13449,5470,2,7979,HOME_WORKOUT
13690,10383,4,3307,HOME_WORKOUT
2471,10806,0,-8335,LIGHT_WALK
11680,3812,5,7868,HOME_WORKOUT
1769,2209,0,-440,LIGHT_WALK
3581,6098,1,-2517,LIGHT_WALK
6841,8341,3,-1500,MODERATE_WALK
9918,4592,2,5326,HOME_WORKOUT
5469,6222,1,-753,MODERATE_WALK
11500,11408,5,92,RECOVERY_DAY
12106,6895,6,5211,HOME_WORKOUT
7334,1245,6,6089,HOME_WORKOUT
14433,12217,3,2216,HOME_WORKOUT
9689,8970,4,719,HOME_WORKOUT
6002,8669,1,-2667,LIGHT_WALK
5289,11662,5,-6373,LIGHT_WALK
14054,9442,5,4612,RECOVERY_DAY
937,10358,3,-9421,LIGHT_WALK
14254,12973,1,1281,HOME_WORKOUT
10287,11851,0,-1564,HOME_WORKOUT
11623,7281,3,4342,HOME_WORKOUT
5640,13044,2,-7404,LIGHT_WALK
7340,4912,7,2428,HOME_WORKOUT
1940,4440,5,-2500,LIGHT_WALK
4301,3240,0,1061,MODERATE_WALK
12600,5706,1,6894,HOME_WORKOUT
6731,7799,5,-1068,MODERATE_WALK
993,4683,5,-3690,LIGHT_WALK
14847,8180,1,6667,HOME_WORKOUT
7515,13911,6,-6396,RECOVERY_DAY
6362,10153,3,-3791,LIGHT_WALK
9564,6074,0,3490,HOME_WORKOUT
8798,5093,5,3705,HOME_WORKOUT
9552,3954,3,5598,HOME_WORKOUT
8794,12882,5,-4088,RECOVERY_DAY
9879,3616,0,6263,HOME_WORKOUT
3759,11186,2,-7427,LIGHT_WALK
2010,9355,5,-7345,LIGHT_WALK
1847,11419,5,-9572,LIGHT_WALK
7324,12776,4,-5452,HOME_WORKOUT
14012,10632,2,3380,HOME_WORKOUT
7758,12823,2,-5065,HOME_WORKOUT
13438,13358,5,80,RECOVERY_DAY
8263,9310,7,-1047,RECOVERY_DAY
1064,9849,6,-8785,LIGHT_WALK
9592,1702,1,7890,HOME_WORKOUT
1695,2179,3,-484,LIGHT_WALK
996,12228,1,-11232,LIGHT_WALK
1798,10301,5,-8503,LIGHT_WALK
10611,6348,1,4263,HOME_WORKOUT
13030,3749,5,9281,HOME_WORKOUT
1828,4279,1,-2451,LIGHT_WALK
8980,12563,0,-3583,HOME_WORKOUT
10738,5534,7,5204,HOME_WORKOUT
3170,12525,1,-9355,LIGHT_WALK
9340,4051,2,5289,HOME_WORKOUT
6512,2240,2,4272,MODERATE_WALK
6491,6727,2,-236,MODERATE_WALK
6275,4026,2,2249,MODERATE_WALK
2541,12309,1,-9768,LIGHT_WALK
5180,4579,7,601,MODERATE_WALK
14773,4087,1,10686,HOME_WORKOUT
13846,7029,6,6817,HOME_WORKOUT
3895,13079,7,-9184,LIGHT_WALK
2812,10386,3,-7574,LIGHT_WALK
1940,7827,5,-5887,LIGHT_WALK
12115,12955,4,-840,HOME_WORKOUT
4177,2924,7,1253,MODERATE_WALK
11734,1106,6,10628,HOME_WORKOUT
4676,11960,7,-7284,LIGHT_WALK
3807,6826,2,-3019,LIGHT_WALK
14858,2230,6,12628,HOME_WORKOUT
4864,7670,2,-2806,LIGHT_WALK
10596,12894,7,-2298,RECOVERY_DAY
10548,7158,1,3390,HOME_WORKOUT
5065,13697,7,-8632,LIGHT_WALK
2351,6617,1,-4266,LIGHT_WALK
1577,5782,6,-4205,LIGHT_WALK
10452,11536,3,-1084,HOME_WORKOUT
3528,1027,5,2501,MODERATE_WALK
3129,9741,2,-6612,LIGHT_WALK
9384,4619,5,4765,HOME_WORKOUT
4333,6488,3,-2155,LIGHT_WALK
6483,1391,5,5092,MODERATE_WALK
6575,5024,2,1551,MODERATE_WALK
10941,1187,1,9754,HOME_WORKOUT
4864,4688,3,176,MODERATE_WALK
12662,1482,4,11180,HOME_WORKOUT
8837,7594,4,1243,HOME_WORKOUT
6203,9274,3,-3071,LIGHT_WALK
14093,6371,6,7722,HOME_WORKOUT
2436,8117,1,-5681,LIGHT_WALK
5320,1167,7,4153,MODERATE_WALK
13705,12702,6,1003,RECOVERY_DAY
13449,10148,2,3301,HOME_WORKOUT
5109,13483,7,-8374,LIGHT_WALK
1644,4131,4,-2487,LIGHT_WALK
2708,11792,3,-9084,LIGHT_WALK
5717,13430,1,-7713,LIGHT_WALK
1193,1581,7,-388,LIGHT_WALK
8085,6449,4,1636,HOME_WORKOUT
10891,9151,7,1740,RECOVERY_DAY
5332,4876,5,456,MODERATE_WALK
5657,6928,6,-1271,MODERATE_WALK
811,11021,6,-10210,LIGHT_WALK
3823,3046,2,777,MODERATE_WALK
2697,2210,0,487,LIGHT_WALK
10131,9383,4,748,HOME_WORKOUT
14737,9895,0,4842,HOME_WORKOUT
9826,13495,2,-3669,HOME_WORKOUT
12057,4091,1,7966,HOME_WORKOUT
13714,4924,7,8790,HOME_WORKOUT
3668,10527,3,-6859,LIGHT_WALK
11667,7593,6,4074,HOME_WORKOUT
12326,4607,0,7719,HOME_WORKOUT
2350,1970,5,380,LIGHT_WALK
11705,11835,5,-130,RECOVERY_DAY
4018,9348,7,-5330,LIGHT_WALK
13155,13137,7,18,RECOVERY_DAY
14738,8082,3,6656,HOME_WORKOUT
8126,8931,2,-805,HOME_WORKOUT
6009,8508,4,-2499,LIGHT_WALK
4245,13031,4,-8786,LIGHT_WALK
12993,12797,1,196,HOME_WORKOUT
5715,3589,1,2126,MODERATE_WALK
754,10532,7,-9778,LIGHT_WALK
3269,9616,5,-6347,LIGHT_WALK
8253,1700,5,6553,HOME_WORKOUT
7390,4560,5,2830,HOME_WORKOUT
5429,7079,3,-1650,LIGHT_WALK
11471,5601,0,5870,HOME_WORKOUT
11417,12256,2,-839,HOME_WORKOUT
13495,5882,6,7613,HOME_WORKOUT
10705,11901,3,-1196,HOME_WORKOUT
12413,4465,2,7948,HOME_WORKOUT
10668,7567,2,3101,HOME_WORKOUT
8988,4577,2,4411,HOME_WORKOUT
3570,10020,0,-6450,LIGHT_WALK
5236,7697,1,-2461,LIGHT_WALK
4003,8445,2,-4442,LIGHT_WALK
10801,4735,3,6066,HOME_WORKOUT
10147,12222,0,-2075,HOME_WORKOUT
13115,7203,1,5912,HOME_WORKOUT
9304,6218,2,3086,HOME_WORKOUT
11242,3582,6,7660,HOME_WORKOUT
6813,4271,5,2542,MODERATE_WALK
4046,1662,2,2384,MODERATE_WALK
11003,2977,4,8026,HOME_WORKOUT
4942,5933,0,-991,MODERATE_WALK
11725,8953,2,2772,HOME_WORKOUT
9257,10222,5,-965,RECOVERY_DAY
3706,1361,5,2345,MODERATE_WALK
3561,7632,5,-4071,LIGHT_WALK
1366,7707,7,-6341,LIGHT_WALK
1914,2192,6,-278,LIGHT_WALK
12555,1212,0,11343,HOME_WORKOUT
2830,8925,2,-6095,LIGHT_WALK
5524,11450,1,-5926,LIGHT_WALK
974,11546,3,-10572,LIGHT_WALK
8250,12744,0,-4494,HOME_WORKOUT
7191,2422,3,4769,HOME_WORKOUT
12852,13206,4,-354,HOME_WORKOUT
6622,11907,4,-5285,LIGHT_WALK
2539,2632,3,-93,LIGHT_WALK
10756,4847,5,5909,HOME_WORKOUT
10745,9145,3,1600,HOME_WORKOUT
11469,9056,0,2413,HOME_WORKOUT
7052,1362,1,5690,HOME_WORKOUT
13552,12964,6,588,RECOVERY_DAY
4168,4006,0,162,MODERATE_WALK
2140,7595,1,-5455,LIGHT_WALK
4997,2724,4,2273,MODERATE_WALK
8780,3763,0,5017,HOME_WORKOUT
9611,10813,3,-1202,HOME_WORKOUT
8814,2261,2,6553,HOME_WORKOUT
9212,10985,3,-1773,HOME_WORKOUT
8032,5537,6,2495,HOME_WORKOUT
609,11148,4,-10539,LIGHT_WALK
936,6078,1,-5142,LIGHT_WALK
12693,9314,7,3379,RECOVERY_DAY
8373,7010,1,1363,HOME_WORKOUT
9400,2353,5,7047,HOME_WORKOUT
2781,10578,1,-7797,LIGHT_WALK
11126,13104,5,-1978,RECOVERY_DAY
10765,3172,6,7593,HOME_WORKOUT
869,1401,1,-532,LIGHT_WALK
6923,9714,2,-2791,LIGHT_WALK
13710,5521,6,8189,HOME_WORKOUT
1018,2705,4,-1687,LIGHT_WALK
13150,3299,7,9851,HOME_WORKOUT
1579,10303,7,-8724,LIGHT_WALK
6246,5212,6,1034,MODERATE_WALK
10012,11553,2,-1541,HOME_WORKOUT
8030,4130,7,3900,HOME_WORKOUT
7769,6683,5,1086,HOME_WORKOUT
14837,13814,7,1023,RECOVERY_DAY
14179,3280,2,10899,HOME_WORKOUT
5334,13558,5,-8224,LIGHT_WALK
5931,9771,3,-3840,LIGHT_WALK
11813,10592,2,1221,HOME_WORKOUT
12221,6931,4,5290,HOME_WORKOUT
903,1037,4,-134,LIGHT_WALK
1357,4869,6,-3512,LIGHT_WALK
11062,3660,7,7402,HOME_WORKOUT
2283,13584,7,-11301,LIGHT_WALK
12061,7656,2,4405,HOME_WORKOUT
8179,7106,0,1073,HOME_WORKOUT
10758,12014,2,-1256,HOME_WORKOUT
6947,3874,7,3073,MODERATE_WALK
10968,4163,4,6805,HOME_WORKOUT
11168,9929,0,1239,HOME_WORKOUT
12726,3159,0,9567,HOME_WORKOUT
14934,12166,2,2768,HOME_WORKOUT
10963,4165,0,6798,HOME_WORKOUT
5360,10683,5,-5323,LIGHT_WALK
9408,1510,7,7898,HOME_WORKOUT
3119,3385,4,-266,MODERATE_WALK
12167,8734,2,3433,HOME_WORKOUT
13472,11253,2,2219,HOME_WORKOUT
9291,10923,0,-1632,HOME_WORKOUT
1550,4764,5,-3214,LIGHT_WALK
10026,5925,5,4101,HOME_WORKOUT
11026,8813,5,2213,HOME_WORKOUT
13093,11364,1,1729,HOME_WORKOUT
14785,9858,2,4927,HOME_WORKOUT
4076,7313,4,-3237,LIGHT_WALK
13679,5589,4,8090,HOME_WORKOUT
10904,5233,7,5671,HOME_WORKOUT
10302,11479,2,-1177,HOME_WORKOUT
7953,12314,2,-4361,HOME_WORKOUT
3891,8278,3,-4387,LIGHT_WALK
10216,9773,1,443,HOME_WORKOUT
1257,10922,2,-9665,LIGHT_WALK
8141,7929,4,212,HOME_WORKOUT
1113,13621,4,-12508,LIGHT_WALK
8177,1232,1,6945,HOME_WORKOUT
9421,12437,6,-3016,RECOVERY_DAY
8994,13901,3,-4907,HOME_WORKOUT
1377,2760,2,-1383,LIGHT_WALK
11125,8436,5,2689,HOME_WORKOUT
4874,8174,0,-3300,LIGHT_WALK
3114,3631,4,-517,MODERATE_WALK
13057,9471,5,3586,RECOVERY_DAY
924,3072,3,-2148,LIGHT_WALK
1213,2745,1,-1532,LIGHT_WALK
3739,11364,5,-7625,LIGHT_WALK
3134,10655,1,-7521,LIGHT_WALK
7815,10511,1,-2696,HOME_WORKOUT
14404,1364,4,13040,HOME_WORKOUT
11235,13622,7,-2387,RECOVERY_DAY
2122,4824,5,-2702,LIGHT_WALK
5133,3565,3,1568,MODERATE_WALK
3234,1851,5,1383,MODERATE_WALK
8372,10833,4,-2461,HOME_WORKOUT
10937,9774,3,1163,HOME_WORKOUT
4556,6000,1,-1444,MODERATE_WALK
9548,11588,2,-2040,HOME_WORKOUT
14671,3642,0,11029,HOME_WORKOUT
2058,12437,6,-10379,LIGHT_WALK
6533,6523,2,10,MODERATE_WALK
14140,7189,3,6951,HOME_WORKOUT
12726,13267,3,-541,HOME_WORKOUT
4298,11168,5,-6870,LIGHT_WALK
7406,4080,7,3326,HOME_WORKOUT
2051,11017,6,-8966,LIGHT_WALK
11832,2285,2,9547,HOME_WORKOUT
3275,13120,1,-9845,LIGHT_WALK
6436,4714,5,1722,MODERATE_WALK
7367,11285,1,-3918,HOME_WORKOUT
9523,2922,3,6601,HOME_WORKOUT
3957,13769,1,-9812,LIGHT_WALK
12902,11936,0,966,HOME_WORKOUT
13213,3550,6,9663,HOME_WORKOUT
12048,1197,0,10851,HOME_WORKOUT
9699,13779,6,-4080,RECOVERY_DAY
8015,6980,5,1035,HOME_WORKOUT
14880,9308,2,5572,HOME_WORKOUT
1014,3974,4,-2960,LIGHT_WALK
5062,12876,3,-7814,LIGHT_WALK
1632,13213,2,-11581,LIGHT_WALK
13373,2575,5,10798,HOME_WORKOUT
11385,3118,7,8267,HOME_WORKOUT
2138,11183,3,-9045,LIGHT_WALK
8721,10968,1,-2247,HOME_WORKOUT
9722,3820,1,5902,HOME_WORKOUT
8158,10102,7,-1944,RECOVERY_DAY
4649,1517,1,3132,MODERATE_WALK
5450,13257,6,-7807,LIGHT_WALK
9086,1221,2,7865,HOME_WORKOUT
9432,11352,3,-1920,HOME_WORKOUT
7362,9061,1,-1699,HOME_WORKOUT
10175,10104,0,71,HOME_WORKOUT
14500,10572,2,3928,HOME_WORKOUT
3990,8189,7,-4199,LIGHT_WALK
4012,4406,1,-394,MODERATE_WALK
8102,6062,2,2040,HOME_WORKOUT
3823,11667,4,-7844,LIGHT_WALK
10618,7321,3,3297,HOME_WORKOUT
1279,9020,5,-7741,LIGHT_WALK
4075,11413,3,-7338,LIGHT_WALK
12070,9790,6,2280,RECOVERY_DAY
10948,12746,6,-1798,RECOVERY_DAY
13848,2481,1,11367,HOME_WORKOUT
8259,9310,5,-1051,RECOVERY_DAY
1078,12628,6,-11550,LIGHT_WALK
3209,11944,4,-8735,LIGHT_WALK
14117,3369,3,10748,HOME_WORKOUT
9042,5778,7,3264,HOME_WORKOUT
769,2622,0,-1853,LIGHT_WALK
1417,5194,4,-3777,LIGHT_WALK
6108,2513,1,3595,MODERATE_WALK
3036,1989,3,1047,MODERATE_WALK
8050,6611,2,1439,HOME_WORKOUT
11809,7903,6,3906,HOME_WORKOUT
1257,9590,5,-8333,LIGHT_WALK
7356,3625,5,3731,HOME_WORKOUT
13220,12075,7,1145,RECOVERY_DAY
2474,8978,3,-6504,LIGHT_WALK
9808,8345,3,1463,HOME_WORKOUT
10164,5553,4,4611,HOME_WORKOUT
6012,9395,3,-3383,LIGHT_WALK
11731,7069,5,4662,HOME_WORKOUT
7741,12872,4,-5131,HOME_WORKOUT
12384,5432,1,6952,HOME_WORKOUT
9571,11837,6,-2266,RECOVERY_DAY
9584,3651,1,5933,HOME_WORKOUT
6181,9195,5,-3014,LIGHT_WALK
1262,13803,0,-12541,LIGHT_WALK
3648,8809,7,-5161,LIGHT_WALK
8498,4965,6,3533,HOME_WORKOUT
9824,4936,6,4888,HOME_WORKOUT
10605,2792,4,7813,HOME_WORKOUT
8951,11934,3,-2983,HOME_WORKOUT
13538,7992,2,5546,HOME_WORKOUT
4461,2753,5,1708,MODERATE_WALK
824,3013,7,-2189,LIGHT_WALK
10446,12947,3,-2501,HOME_WORKOUT
8839,12920,6,-4081,RECOVERY_DAY
4857,9262,2,-4405,LIGHT_WALK
9007,6355,3,2652,HOME_WORKOUT
4452,8604,5,-4152,LIGHT_WALK
13996,3755,2,10241,HOME_WORKOUT
10021,6290,4,3731,HOME_WORKOUT
5171,9285,4,-4114,LIGHT_WALK
2145,5488,4,-3343,LIGHT_WALK
9032,6316,0,2716,HOME_WORKOUT
7438,12845,4,-5407,HOME_WORKOUT
4612,3104,1,1508,MODERATE_WALK
4183,8633,0,-4450,LIGHT_WALK
10706,11665,0,-959,HOME_WORKOUT
6284,6206,2,78,MODERATE_WALK
3703,2208,2,1495,MODERATE_WALK
8978,13819,5,-4841,RECOVERY_DAY
1724,5934,4,-4210,LIGHT_WALK
4894,9392,7,-4498,LIGHT_WALK
3565,13712,6,-10147,LIGHT_WALK
778,11708,6,-10930,LIGHT_WALK
9341,9242,3,99,HOME_WORKOUT
4748,10800,3,-6052,LIGHT_WALK
2533,3627,5,-1094,LIGHT_WALK
12774,11376,7,1398,RECOVERY_DAY
8254,11500,6,-3246,RECOVERY_DAY
9779,13307,1,-3528,HOME_WORKOUT
1887,7175,5,-5288,LIGHT_WALK
